"color","cut","clarity","price","city","depth","carat","table","x","y","z"
D,Very Good,SI1,644,Dubai,60.0,0.32,56.0,4.5,4.53,2.71
F,Very Good,VVS1,939,Amsterdam,61.0,0.34,56.0,4.52,4.53,2.76
E,Very Good,SI2,4434,Luxembourg,63.3,1.01,58.0,6.39,6.37,4.04
J,Ideal,VS2,5459,Madrid,61.4,1.06,56.0,6.55,6.6,4.04
F,Ideal,VS2,706,Dubai,62.5,0.35,57.0,4.5,4.53,2.82
I,Ideal,VS1,2659,Tel Aviv,61.1,0.75,59.0,5.85,5.87,3.58
E,Ideal,VVS1,9636,Amsterdam,61.7,0.91,56.0,6.18,6.23,3.83
E,Good,SI2,1112,Surat,63.9,0.54,54.0,5.18,5.12,3.29
J,Ideal,VS2,532,Kimberly,62.1,0.38,54.0,4.65,4.69,2.9
H,Premium,VS2,5217,Zurich,61.2,1.02,58.0,6.47,6.5,3.97
G,Fair,SI2,2856,Amsterdam,67.8,1.0,61.0,5.96,5.9,4.02
G,Premium,SI2,7145,Luxembourg,62.7,1.51,57.0,7.33,7.29,4.58
I,Premium,SI2,17218,Paris,62.9,2.31,58.0,8.43,8.34,5.27
I,Very Good,I1,3665,New York City,60.2,1.27,62.0,7.0,7.05,4.23
I,Very Good,SI1,3927,Luxembourg,62.9,1.02,58.0,6.36,6.42,4.02
G,Ideal,SI2,2325,London,60.6,0.71,57.0,5.81,5.87,3.54
E,Very Good,VS1,452,Antwerp,59.0,0.28,60.0,4.26,4.32,2.53
H,Premium,VS2,689,Las Vegas,61.9,0.34,60.0,4.46,4.42,2.75
E,Ideal,VVS2,1013,Kimberly,62.5,0.41,57.0,4.71,4.76,2.96
F,Ideal,VVS1,12273,Kimberly,61.4,1.05,57.0,6.51,6.53,4.0
G,Very Good,SI1,9996,Madrid,62.8,1.5,57.0,7.19,7.3,4.55
G,Ideal,IF,952,Madrid,61.5,0.34,56.0,4.52,4.54,2.79
G,Good,VS2,2633,Antwerp,63.1,0.7,55.0,5.61,5.64,3.55
F,Ideal,SI1,6049,New York City,62.3,1.07,53.0,6.57,6.59,4.1
J,Very Good,SI1,1859,Amsterdam,61.7,0.75,56.0,5.81,5.92,3.62
F,Ideal,SI2,9948,Antwerp,61.9,1.52,57.0,7.33,7.37,4.55
E,Ideal,VS2,811,Surat,62.0,0.37,57.0,4.6,4.63,2.86
D,Very Good,SI1,924,Surat,63.5,0.4,55.0,4.72,4.67,2.98
E,Ideal,VS2,702,London,60.8,0.32,55.0,4.42,4.49,2.71
E,Premium,VS2,971,Surat,60.6,0.37,58.0,4.65,4.62,2.81
G,Very Good,SI1,2793,Zurich,60.6,0.79,57.0,5.98,6.06,3.65
F,Very Good,SI1,1326,Surat,61.0,0.52,59.0,5.18,5.21,3.17
I,Premium,SI1,432,Las Vegas,62.7,0.32,58.0,4.34,4.37,2.73
J,Good,SI1,9193,London,64.1,2.0,58.0,7.85,7.79,5.01
D,Premium,VS1,2743,London,61.3,0.53,58.0,5.2,5.18,3.18
H,Ideal,SI1,1236,London,62.5,0.53,56.0,5.15,5.19,3.23
F,Good,SI1,948,New York City,63.6,0.43,53.0,4.83,4.79,3.06
D,Good,SI2,7384,Amsterdam,61.7,1.51,65.0,7.31,7.38,4.53
H,Ideal,VVS1,10255,Surat,62.1,1.34,56.0,7.05,7.11,4.4
E,Ideal,SI1,1862,Antwerp,61.8,0.65,55.0,5.57,5.6,3.45
F,Premium,VS2,4229,Amsterdam,62.7,0.9,54.0,6.13,6.11,3.84
G,Fair,SI1,7300,Tel Aviv,56.1,1.5,62.0,7.6,7.52,4.24
D,Very Good,SI2,619,Madrid,59.9,0.41,60.0,4.78,4.8,2.87
G,Very Good,IF,895,Dubai,62.8,0.3,57.0,4.28,4.32,2.7
D,Very Good,VS1,725,Kimberly,59.8,0.34,57.0,4.54,4.59,2.73
G,Premium,SI2,608,Kimberly,59.3,0.36,59.0,4.66,4.62,2.75
G,Good,SI2,3610,Antwerp,63.6,0.91,56.0,6.14,6.09,3.89
H,Ideal,IF,814,Surat,61.6,0.32,55.0,4.41,4.42,2.72
F,Premium,VVS2,11534,Zurich,61.6,1.23,59.0,6.9,6.8,4.22
F,Ideal,SI2,1235,Antwerp,60.8,0.54,56.0,5.26,5.34,3.22
D,Premium,VS2,1845,New York City,62.8,0.5,58.0,5.08,5.05,3.18
G,Very Good,VS2,1198,Paris,60.1,0.49,56.0,5.13,5.15,3.09
E,Very Good,SI2,1286,Antwerp,63.8,0.59,57.0,5.31,5.34,3.4
H,Premium,VS1,4234,Surat,62.7,0.9,60.0,6.12,6.07,3.82
G,Fair,SI1,6397,Tel Aviv,64.6,1.21,60.0,6.69,6.62,4.3
H,Very Good,VS2,18507,Kimberly,63.2,2.01,58.0,7.93,8.01,5.04
G,Very Good,SI1,4059,Madrid,62.7,0.9,59.0,6.12,6.17,3.85
D,Premium,SI2,4764,Surat,62.5,1.03,54.0,6.5,6.42,4.04
F,Very Good,VS1,772,Surat,59.1,0.33,60.0,4.48,4.52,2.66
J,Premium,VS2,1944,Kimberly,60.2,0.72,59.0,5.85,5.81,3.51
F,Premium,SI2,2197,Las Vegas,61.4,0.73,58.0,5.83,5.8,3.57
H,Premium,SI2,4119,Luxembourg,62.2,1.07,59.0,6.47,6.53,4.04
F,Very Good,SI2,1792,Antwerp,63.2,0.7,59.0,5.66,5.61,3.56
F,Ideal,SI1,475,Amsterdam,61.9,0.3,57.0,4.31,4.35,2.68
H,Very Good,I1,4677,New York City,63.2,1.74,55.0,7.62,7.59,4.8
D,Ideal,VVS1,853,Tel Aviv,62.1,0.3,56.0,4.31,4.32,2.68
E,Premium,VS2,844,Dubai,59.9,0.3,59.0,4.38,4.33,2.61
E,Premium,VS2,513,Zurich,62.4,0.23,60.0,3.92,3.9,2.44
D,Ideal,VS2,3360,Las Vegas,61.4,0.7,55.0,5.71,5.75,3.52
H,Good,VS2,2394,Surat,63.4,0.7,60.0,5.59,5.61,3.55
J,Very Good,SI1,5142,Surat,61.2,1.2,55.0,6.84,6.88,4.2
D,Very Good,SI1,1562,Amsterdam,63.2,0.51,55.0,5.12,5.07,3.22
F,Ideal,VS1,3140,Paris,61.1,0.73,57.0,5.8,5.89,3.57
F,Ideal,SI1,5595,Las Vegas,61.3,1.03,56.0,6.55,6.51,4.0
F,Premium,VVS1,990,London,61.3,0.32,58.0,4.4,4.37,2.69
H,Ideal,VS2,1332,London,61.2,0.5,56.0,5.18,5.14,3.16
H,Premium,I1,3205,Madrid,61.0,1.11,59.0,6.61,6.67,4.05
D,Good,SI2,3125,Zurich,57.9,0.94,61.0,6.48,6.43,3.74
F,Premium,SI2,624,Madrid,60.7,0.37,57.0,4.67,4.62,2.82
E,Ideal,VS2,7190,London,60.0,1.07,56.0,6.64,6.62,3.98
D,Very Good,VVS2,552,Paris,62.4,0.24,58.0,3.94,4.01,2.48
H,Ideal,VS2,628,Las Vegas,62.2,0.31,55.0,4.37,4.35,2.71
J,Premium,SI1,658,Paris,61.3,0.38,59.0,4.68,4.62,2.85
I,Premium,VS2,3398,Paris,61.9,0.9,58.0,6.18,6.23,3.84
F,Very Good,SI1,5769,Madrid,58.9,1.1,63.0,6.73,6.78,3.98
F,Premium,SI1,2633,Luxembourg,59.7,0.71,60.0,5.82,5.77,3.46
F,Very Good,VVS1,478,Surat,59.4,0.24,60.0,4.04,4.08,2.41
J,Ideal,VS2,2101,Madrid,62.3,0.73,55.0,5.74,5.78,3.59
H,Premium,SI1,5090,Tel Aviv,62.3,1.01,58.0,6.44,6.4,4.0
E,Premium,SI1,737,Las Vegas,62.2,0.4,58.0,4.71,4.74,2.94
I,Ideal,VVS1,1916,Antwerp,61.6,0.55,55.0,5.26,5.3,3.25
I,Ideal,VS1,7328,Tel Aviv,61.6,1.19,56.0,6.81,6.83,4.2
F,Ideal,IF,985,Zurich,62.3,0.34,54.0,4.48,4.51,2.8
H,Very Good,SI1,5516,London,63.2,1.08,58.0,6.57,6.49,4.13
G,Ideal,VVS1,16316,New York City,60.8,1.54,57.0,7.49,7.45,4.54
H,Very Good,VS1,10076,Amsterdam,59.5,1.53,63.0,7.51,7.44,4.45
G,Very Good,VS1,7511,Antwerp,61.3,1.03,56.1,6.5,6.52,3.99
D,Premium,SI1,709,Antwerp,59.7,0.3,59.0,4.37,4.34,2.6
I,Good,VS1,737,Kimberly,63.8,0.4,55.0,4.65,4.69,2.98
F,Very Good,SI2,3906,Amsterdam,61.9,1.0,59.0,6.39,6.44,3.97
D,Very Good,SI1,690,Paris,63.0,0.4,59.0,4.69,4.7,2.96
J,Very Good,VS1,790,London,63.1,0.39,56.0,4.7,4.62,2.94
D,Very Good,VS2,1758,Paris,63.3,0.5,54.0,5.07,5.04,3.2
E,Ideal,SI1,1698,Kimberly,62.3,0.56,56.0,5.3,5.26,3.29
E,Ideal,SI1,614,Tel Aviv,61.2,0.35,57.0,4.52,4.56,2.78
G,Good,VS2,1668,Surat,59.9,0.61,61.0,5.48,5.6,3.32
I,Ideal,VS1,523,Kimberly,62.0,0.32,54.0,4.37,4.41,2.72
F,Very Good,VS2,6271,Antwerp,63.1,1.01,60.0,6.39,6.29,4.0
E,Very Good,SI1,2476,Antwerp,63.5,0.7,56.0,5.65,5.68,3.6
E,Ideal,SI1,1556,Las Vegas,60.9,0.55,56.0,5.32,5.28,3.23
E,Ideal,SI2,2278,London,62.1,0.75,57.0,5.81,5.85,3.62
E,Ideal,VS2,3120,Surat,62.0,0.75,56.0,5.82,5.85,3.62
E,Ideal,SI1,6563,Amsterdam,62.2,1.13,55.0,6.66,6.69,4.15
D,Ideal,VS2,1063,Paris,60.6,0.35,56.0,4.57,4.54,2.76
I,Ideal,VS2,5357,Tel Aviv,61.8,1.08,54.2,6.57,6.6,4.07
D,Ideal,SI1,1820,Luxembourg,62.5,0.59,55.0,5.35,5.4,3.36
D,Very Good,VVS2,9254,Madrid,58.3,1.04,61.0,6.63,6.69,3.88
E,Good,SI1,4853,New York City,60.9,1.01,64.0,6.29,6.22,3.81
G,Very Good,SI1,2088,Madrid,63.3,0.7,57.0,5.58,5.63,3.55
D,Ideal,SI2,5006,Luxembourg,61.6,1.01,57.0,6.46,6.42,3.97
F,Ideal,VS2,828,New York City,62.1,0.32,57.0,4.38,4.35,2.71
H,Ideal,SI2,9562,Kimberly,61.2,1.53,56.0,7.46,7.43,4.56
D,Ideal,VVS2,4325,New York City,61.6,0.71,54.0,5.74,5.78,3.55
D,Ideal,VVS2,766,Antwerp,62.4,0.31,56.0,4.34,4.38,2.72
G,Ideal,VS1,605,Madrid,61.7,0.3,57.0,4.3,4.32,2.66
D,Premium,VVS2,2331,Surat,58.7,0.55,57.0,5.44,5.39,3.18
F,Ideal,VS1,865,London,61.3,0.38,56.0,4.67,4.7,2.87
E,Premium,VS2,767,Surat,59.5,0.35,58.0,4.59,4.62,2.74
G,Ideal,VS2,526,Tel Aviv,62.2,0.3,57.0,4.26,4.32,2.67
I,Premium,VS1,3720,Antwerp,61.0,0.9,55.0,6.29,6.27,3.83
D,Premium,VS2,9738,Amsterdam,59.3,1.24,58.0,7.03,7.09,4.19
E,Ideal,VVS2,9843,Kimberly,61.3,1.05,56.0,6.55,6.59,4.03
I,Good,IF,3669,Luxembourg,63.7,0.9,64.0,6.07,6.02,3.85
E,Very Good,SI1,5232,Antwerp,58.9,1.02,58.0,6.51,6.54,3.84
J,Premium,VS2,13552,Kimberly,61.5,2.0,59.0,8.06,8.11,4.97
D,Ideal,VS2,734,Dubai,61.2,0.31,55.0,4.37,4.39,2.68
D,Premium,VS2,1919,Kimberly,60.6,0.52,56.0,5.25,5.22,3.17
G,Ideal,VVS2,2129,Tel Aviv,62.0,0.55,57.0,5.26,5.22,3.25
D,Very Good,SI2,3573,Surat,58.3,0.91,60.0,6.33,6.4,3.71
H,Ideal,SI1,1178,Dubai,62.0,0.5,56.0,5.09,5.12,3.16
D,Very Good,VS2,1580,London,63.8,0.5,56.0,5.05,5.08,3.23
F,Very Good,VVS2,682,London,61.3,0.27,57.0,4.14,4.18,2.54
H,Ideal,VS1,481,Kimberly,62.3,0.28,55.0,4.21,4.24,2.63
E,Ideal,VS2,1768,Luxembourg,60.8,0.5,57.0,5.16,5.13,3.13
E,Premium,VS2,1727,Paris,61.4,0.53,55.0,5.24,5.21,3.21
E,Ideal,VVS1,3197,New York City,61.3,0.51,56.0,5.13,5.21,3.17
G,Ideal,VS2,3183,New York City,61.5,0.76,55.0,5.92,5.88,3.63
D,Very Good,SI1,1692,Dubai,60.7,0.55,58.0,5.24,5.3,3.2
G,Very Good,SI2,9037,Kimberly,60.0,1.58,53.0,7.59,7.64,4.57
H,Very Good,VS2,2599,Amsterdam,58.7,0.76,61.0,5.96,5.99,3.51
G,Premium,VS2,6206,Las Vegas,62.3,1.04,54.0,6.55,6.49,4.06
E,Ideal,VS1,2041,Surat,62.2,0.58,55.0,5.38,5.42,3.36
D,Premium,VS2,1818,Dubai,61.9,0.51,58.0,5.19,5.12,3.19
D,Ideal,VS1,3419,Kimberly,61.7,0.7,57.0,5.71,5.74,3.53
H,Very Good,VS2,2106,Antwerp,62.1,0.7,55.0,5.66,5.71,3.53
G,Premium,SI1,13417,Luxembourg,62.1,1.7,57.0,7.61,7.55,4.71
E,Fair,SI2,4926,Paris,65.6,1.21,59.0,6.62,6.56,4.32
E,Ideal,SI2,4798,Antwerp,60.3,1.02,57.0,6.53,6.5,3.95
E,Premium,VS1,942,Antwerp,60.2,0.31,58.0,4.43,4.38,2.65
F,Premium,SI1,11666,Amsterdam,62.8,1.51,59.0,7.31,7.28,4.58
H,Ideal,VVS1,878,Paris,63.0,0.3,56.0,4.27,4.24,2.68
E,Very Good,VS2,6803,Antwerp,61.6,1.05,58.0,6.48,6.53,4.01
H,Premium,SI2,7187,Madrid,61.4,1.5,62.0,7.4,7.25,4.49
I,Premium,VS1,6931,Tel Aviv,62.2,1.3,59.0,6.97,6.91,4.32
I,Good,SI1,4702,New York City,63.5,1.14,56.0,6.58,6.62,4.19
F,Ideal,VVS2,8954,Las Vegas,62.1,1.06,57.0,6.5,6.54,4.05
E,Ideal,VVS2,2551,Dubai,62.1,0.58,56.0,5.36,5.33,3.32
I,Good,VS1,3042,Antwerp,59.4,0.81,56.0,5.97,6.11,3.59
F,Good,SI1,2313,Paris,60.0,0.7,62.0,5.73,5.83,3.47
H,Premium,VVS1,730,Zurich,61.4,0.32,58.0,4.37,4.42,2.7
H,Very Good,VVS2,445,Kimberly,61.2,0.27,58.0,4.16,4.2,2.56
D,Ideal,VS2,9935,Tel Aviv,61.4,1.2,56.0,6.88,6.79,4.2
J,Very Good,SI1,4084,Madrid,63.3,1.11,61.0,6.56,6.49,4.13
D,Good,VS2,1625,London,58.4,0.53,58.0,5.31,5.38,3.12
F,Ideal,VVS1,880,Kimberly,62.0,0.33,55.0,4.44,4.47,2.76
F,Fair,SI2,4176,Antwerp,64.4,1.13,56.0,6.58,6.52,4.22
G,Very Good,SI2,9475,Dubai,63.5,2.0,57.0,7.91,7.86,4.99
H,Very Good,SI1,591,Paris,63.4,0.32,55.0,4.38,4.36,2.77
G,Ideal,VVS1,1839,New York City,60.8,0.51,56.0,5.21,5.22,3.17
F,Very Good,SI2,3770,Zurich,61.4,0.9,62.0,6.11,6.2,3.78
G,Ideal,VS2,1644,Las Vegas,61.0,0.54,57.0,5.24,5.28,3.21
F,Ideal,VVS1,11226,Madrid,60.1,1.14,60.0,6.79,6.83,4.09
G,Very Good,SI2,4685,Antwerp,62.8,1.08,56.0,6.48,6.6,4.11
G,Good,VS1,5863,Zurich,64.2,1.0,61.0,6.23,6.29,4.02
E,Very Good,VVS1,609,Antwerp,59.5,0.29,61.0,4.29,4.31,2.56
I,Premium,SI2,7715,Surat,62.8,1.5,57.0,7.34,7.25,4.58
H,Premium,SI1,18188,Antwerp,61.7,2.01,60.0,8.06,7.96,4.94
F,Ideal,SI1,2262,Kimberly,62.5,0.71,57.0,5.68,5.74,3.57
E,Ideal,SI2,2673,Dubai,61.4,0.81,57.0,6.0,5.97,3.68
J,Premium,SI1,2227,London,60.1,0.8,57.0,6.03,5.98,3.61
E,Good,SI2,1214,Las Vegas,58.5,0.57,61.0,5.4,5.43,3.17
D,Ideal,SI1,1745,Zurich,61.9,0.56,56.0,5.24,5.29,3.26
J,Good,SI2,4269,Kimberly,63.7,1.21,55.0,6.81,6.75,4.32
D,Good,SI2,1423,Tel Aviv,59.8,0.61,62.0,5.48,5.53,3.29
F,Ideal,IF,1151,Antwerp,62.2,0.41,54.0,4.76,4.79,2.97
J,Ideal,VS2,765,Tel Aviv,62.9,0.4,57.0,4.75,4.7,2.97
G,Fair,SI1,756,Paris,68.6,0.45,57.0,4.73,4.5,3.19
D,Ideal,VS2,685,Zurich,59.4,0.31,57.0,4.45,4.5,2.66
D,Premium,SI1,5723,New York City,62.2,1.0,58.0,6.45,6.34,3.98
H,Premium,VS2,17258,Kimberly,62.0,2.08,58.0,8.19,8.1,5.05
F,Ideal,VVS2,2093,Kimberly,62.4,0.51,57.0,5.08,5.12,3.18
I,Ideal,SI2,8743,Amsterdam,60.7,1.7,59.0,7.69,7.64,4.65
G,Ideal,VVS2,8393,Surat,62.4,1.07,54.0,6.51,6.56,4.08
D,Good,VS1,1795,New York City,64.3,0.5,54.0,5.02,5.06,3.24
G,Ideal,VS1,1569,Luxembourg,62.6,0.5,57.0,5.05,5.08,3.17
H,Fair,VS2,1293,Dubai,52.7,0.56,70.0,5.71,5.57,2.97
E,Very Good,SI1,5424,Kimberly,60.6,1.02,59.0,6.47,6.49,3.93
I,Ideal,VS1,18342,Amsterdam,62.7,2.16,56.0,8.28,8.2,5.17
G,Ideal,VVS2,730,Madrid,61.4,0.32,55.0,4.4,4.43,2.71
J,Fair,I1,5607,Antwerp,66.7,2.22,56.0,8.04,8.02,5.36
H,Fair,VS1,2401,Madrid,66.4,0.71,62.0,5.54,5.49,3.66
H,Ideal,SI1,898,Luxembourg,62.9,0.42,57.0,4.84,4.76,3.02
G,Premium,VS2,6416,Madrid,62.5,1.02,58.0,6.46,6.41,4.02
E,Very Good,VS1,2092,London,58.9,0.52,64.0,5.23,5.3,3.1
G,Ideal,VVS1,8647,Kimberly,61.1,1.01,56.0,6.51,6.49,3.97
D,Very Good,VS2,1752,Antwerp,62.9,0.5,61.0,4.96,5.03,3.14
J,Very Good,VS2,16791,Surat,62.2,2.39,60.0,8.49,8.51,5.29
H,Ideal,SI1,5146,Madrid,61.6,1.14,57.0,6.68,6.73,4.13
G,Very Good,VS2,5701,Dubai,63.2,1.01,57.0,6.35,6.3,4.0
E,Good,VVS1,499,Antwerp,63.8,0.24,56.0,3.95,3.98,2.53
G,Ideal,VVS1,1056,Las Vegas,60.9,0.36,55.0,4.64,4.68,2.84
H,Good,SI1,1119,Antwerp,63.4,0.51,57.0,5.06,5.09,3.22
E,Premium,SI2,14574,Zurich,60.4,2.02,57.0,8.21,8.18,4.95
G,Ideal,VS2,5989,Amsterdam,62.0,0.92,57.0,6.21,6.24,3.86
H,Ideal,VVS2,2594,Kimberly,61.5,0.71,54.0,5.74,5.8,3.55
G,Ideal,VVS2,2919,New York City,61.9,0.73,55.0,5.83,5.77,3.59
H,Good,VS2,2253,Antwerp,61.4,0.7,56.0,5.73,5.8,3.54
E,Ideal,VVS1,769,Amsterdam,62.0,0.26,56.0,4.13,4.09,2.55
D,Ideal,VS1,1230,London,62.9,0.41,57.0,4.75,4.73,2.98
G,Premium,SI2,3998,Luxembourg,59.0,1.0,62.0,6.52,6.47,3.83
G,Very Good,VS2,544,London,63.0,0.31,54.0,4.33,4.37,2.74
H,Ideal,VVS2,4924,London,62.0,0.9,57.0,6.15,6.2,3.83
F,Premium,SI1,5384,Las Vegas,62.7,1.09,58.0,6.56,6.51,4.1
F,Premium,SI1,7059,Kimberly,62.5,1.22,59.0,6.83,6.78,4.25
H,Ideal,VVS2,8789,Dubai,60.8,1.25,57.0,6.95,6.99,4.24
I,Ideal,VS2,449,London,62.2,0.32,57.0,4.39,4.42,2.74
E,Fair,SI1,1383,New York City,64.6,0.57,59.0,5.22,5.18,3.36
G,Premium,SI2,15897,Surat,62.1,2.0,59.0,8.12,8.02,5.01
F,Ideal,SI1,770,Kimberly,61.5,0.36,57.0,4.59,4.55,2.81
I,Ideal,VVS1,557,Surat,61.3,0.31,56.0,4.36,4.38,2.68
G,Ideal,SI1,653,Zurich,61.4,0.32,56.0,4.44,4.42,2.72
G,Very Good,VVS1,676,Antwerp,60.9,0.32,57.0,4.41,4.44,2.69
I,Ideal,SI1,5376,Surat,62.6,1.2,58.0,6.74,6.71,4.21
G,Ideal,VVS1,764,London,61.5,0.3,55.0,4.33,4.35,2.67
D,Very Good,SI1,619,Paris,62.8,0.36,57.0,4.51,4.54,2.84
I,Premium,SI1,574,Madrid,61.8,0.34,57.0,4.51,4.46,2.77
F,Ideal,SI1,5356,Kimberly,62.8,1.03,56.0,6.38,6.46,4.03
G,Ideal,VVS2,798,Surat,62.1,0.35,56.0,4.47,4.51,2.79
F,Premium,SI2,3845,Antwerp,60.8,0.91,59.0,6.28,6.25,3.81
E,Very Good,SI1,4795,Kimberly,61.7,0.9,58.0,6.15,6.2,3.81
E,Premium,SI1,1708,Surat,61.1,0.66,56.0,5.68,5.62,3.45
F,Ideal,VS1,2202,Madrid,61.5,0.54,55.0,5.26,5.27,3.24
E,Ideal,VVS2,10852,Madrid,61.7,1.01,55.0,6.44,6.49,3.99
G,Ideal,SI1,3145,Zurich,61.6,0.7,55.0,5.71,5.76,3.53
D,Very Good,VS1,504,Surat,62.9,0.29,55.0,4.21,4.25,2.66
G,Very Good,VVS1,2123,New York City,60.7,0.54,56.0,5.25,5.3,3.2
D,Good,SI2,622,New York City,63.1,0.4,56.0,4.65,4.67,2.94
G,Very Good,VS2,827,Antwerp,61.7,0.41,61.0,4.7,4.74,2.91
H,Premium,SI2,4166,Zurich,61.6,1.01,59.0,6.39,6.44,3.95
H,Very Good,SI2,1999,Dubai,61.5,0.7,63.0,5.63,5.59,3.45
G,Premium,VS1,6989,Las Vegas,62.9,1.0,60.0,6.36,6.29,3.98
D,Premium,SI1,815,London,59.1,0.38,58.0,4.77,4.74,2.81
E,Ideal,SI1,1617,Paris,61.8,0.5,56.0,5.11,5.07,3.14
F,Very Good,SI2,18071,New York City,63.5,2.11,55.0,8.08,8.13,5.15
G,Ideal,VS1,828,New York City,61.7,0.32,55.0,4.41,4.37,2.71
G,Good,VVS1,1013,Antwerp,59.1,0.4,61.0,4.86,4.88,2.88
I,Premium,I1,4459,London,60.2,1.58,61.0,7.55,7.51,4.53
I,Ideal,VS2,2056,Madrid,62.4,0.7,56.0,5.71,5.66,3.55
E,Fair,VS2,5350,Surat,66.6,1.02,57.0,6.09,6.14,4.07
E,Very Good,SI2,4321,Antwerp,59.6,1.0,59.0,6.48,6.51,3.87
I,Premium,VVS1,1080,Madrid,61.5,0.4,58.0,4.76,4.7,2.91
F,Good,SI2,3858,Surat,59.4,1.0,64.0,6.36,6.29,3.76
G,Premium,VVS2,9304,Antwerp,61.6,1.18,58.0,6.8,6.77,4.18
F,Ideal,VS2,1666,Antwerp,62.1,0.58,55.0,5.33,5.37,3.32
H,Very Good,VS1,3314,Las Vegas,62.2,0.81,57.0,5.91,5.94,3.69
G,Ideal,SI2,2165,Amsterdam,61.0,0.82,55.0,6.04,5.99,3.67
H,Fair,VS1,8044,London,64.8,1.5,55.0,7.25,7.2,4.68
G,Premium,VVS2,1835,Zurich,61.0,0.52,58.0,5.21,5.15,3.16
G,Ideal,VS1,8545,Zurich,62.4,1.2,57.0,6.78,6.8,4.24
F,Very Good,SI1,4678,Kimberly,63.5,1.02,57.0,6.4,6.35,4.05
D,Fair,SI2,3816,Paris,65.4,1.05,59.0,6.3,6.24,4.1
D,Ideal,VS2,911,Paris,62.5,0.3,57.0,4.29,4.25,2.67
D,Ideal,VS1,2020,Las Vegas,61.5,0.55,56.0,5.28,5.26,3.24
F,Ideal,VS2,932,Surat,60.9,0.36,57.0,4.61,4.58,2.8
F,Fair,SI2,4127,Surat,58.2,1.01,61.0,6.48,6.52,3.78
F,Ideal,VVS1,779,Luxembourg,60.4,0.31,59.0,4.35,4.43,2.65
D,Very Good,VS2,7278,Surat,62.8,1.01,57.0,6.33,6.4,4.0
G,Very Good,VS1,7451,Las Vegas,59.3,1.01,57.0,6.55,6.6,3.9
I,Premium,VS2,435,Surat,61.1,0.31,58.0,4.36,4.38,2.67
G,Very Good,VS1,1554,Kimberly,59.1,0.52,60.0,5.24,5.19,3.08
E,Premium,SI2,435,Zurich,60.9,0.31,60.0,4.35,4.38,2.66
D,Very Good,SI2,15594,Surat,62.7,1.89,58.0,7.75,7.81,4.88
D,Premium,VS2,1758,London,62.8,0.5,58.0,5.03,5.0,3.15
I,Ideal,VVS2,10907,Surat,60.3,1.5,57.0,7.43,7.47,4.49
E,Ideal,VS2,734,Antwerp,61.4,0.39,55.0,4.76,4.81,2.94
J,Ideal,SI1,8758,Paris,60.9,1.7,57.0,7.73,7.66,4.69
D,Premium,SI1,810,Amsterdam,59.8,0.42,59.0,4.86,4.91,2.92
I,Premium,VVS1,1415,Surat,58.2,0.5,62.0,5.25,5.19,3.04
I,Ideal,VS2,9069,Surat,62.6,1.51,56.0,7.27,7.32,4.57
E,Very Good,SI2,4270,Kimberly,63.3,1.01,57.0,6.39,6.31,4.02
G,Very Good,VS2,1438,Surat,62.9,0.51,57.0,5.06,5.12,3.2
F,Ideal,SI1,2440,Tel Aviv,62.5,0.72,57.0,5.65,5.74,3.56
G,Premium,SI2,4278,Luxembourg,59.8,1.07,60.0,6.7,6.65,3.99
G,Ideal,SI2,4712,Surat,62.4,1.12,56.0,6.63,6.67,4.15
G,Premium,VS2,2959,Luxembourg,62.3,0.79,58.0,5.92,5.89,3.68
E,Ideal,SI1,2821,Antwerp,62.0,0.75,57.0,5.8,5.78,3.59
H,Very Good,VS2,5053,Paris,59.9,1.14,57.0,6.78,6.81,4.07
F,Ideal,VS2,3257,Zurich,61.0,0.76,55.0,5.89,5.92,3.6
G,Ideal,IF,2289,Antwerp,61.5,0.54,55.0,5.24,5.3,3.23
G,Very Good,VVS2,7695,Paris,62.9,1.06,56.0,6.56,6.6,4.14
F,Very Good,IF,552,Paris,60.0,0.24,57.0,4.07,4.1,2.45
F,Premium,SI1,2052,Luxembourg,62.1,0.57,59.0,5.31,5.28,3.29
I,Very Good,SI1,4826,Paris,62.6,1.17,58.0,6.64,6.71,4.18
E,Good,SI1,4523,Antwerp,60.2,0.91,60.0,6.17,6.26,3.74
H,Fair,SI2,2376,Madrid,66.0,0.9,63.0,5.89,5.79,3.86
G,Ideal,SI1,2342,Kimberly,62.8,0.71,56.0,5.72,5.75,3.6
E,Very Good,SI2,4355,Surat,62.8,1.01,57.0,6.35,6.38,4.0
F,Premium,VVS2,1221,Dubai,59.6,0.42,59.0,4.86,4.83,2.89
E,Premium,SI1,698,Kimberly,59.2,0.31,60.0,4.42,4.36,2.6
G,Premium,SI1,3975,Antwerp,62.8,0.91,58.0,6.18,6.15,3.87
F,Ideal,VS1,555,Tel Aviv,61.6,0.29,56.0,4.26,4.31,2.64
D,Very Good,SI1,5055,Surat,58.1,1.01,61.0,6.59,6.66,3.85
G,Very Good,VS1,2630,London,64.0,0.71,56.0,5.65,5.67,3.62
G,Ideal,VVS2,1962,Las Vegas,62.4,0.54,53.4,5.22,5.25,3.26
I,Premium,SI1,4242,Kimberly,62.9,1.01,58.0,6.37,6.34,4.0
G,Premium,SI1,6494,Kimberly,63.0,1.2,60.0,6.81,6.75,4.27
D,Very Good,VS2,7653,Antwerp,61.2,1.04,56.0,6.53,6.58,4.02
